amount,hour_of_day,transaction_type,is_foreign_country,account_age_days,num_transactions_today,distance_from_home_km,is_fraud
91.9,22,purchase,0,3649,1,23.39,0
222.41,15,online,0,406,2,2.77,0
104.13,13,purchase,0,1384,4,5.9,0
16.18,18,transfer,0,1268,1,20.18,0
747.75,17,online,1,71,5,158.68,1
142.67,7,transfer,0,3445,2,14.57,0
98.57,6,online,0,1358,2,33.05,0
106.42,15,purchase,0,3298,1,12.11,0
241.85,12,transfer,0,2453,1,55.43,0
49.22,13,transfer,0,2136,1,18.44,0
21.15,15,purchase,0,1042,0,7.65,0
16.77,18,transfer,0,2667,4,2.23,0
36.13,14,withdrawal,0,2544,2,0.56,0
21.31,12,withdrawal,0,677,1,36.82,0
100.97,12,purchase,0,3094,2,21.91,0
66.6,16,withdrawal,0,3242,2,1.99,0
44.74,19,transfer,0,1913,2,29.95,0
91.45,19,purchase,0,1313,3,0.74,0
43.9,16,online,0,2531,0,6.46,0
80.08,11,withdrawal,0,193,2,0.01,0
365.84,19,transfer,0,2782,0,4.99,0
41.36,19,purchase,0,3572,3,39.54,0
74.77,12,online,0,3072,2,18.3,0
118.46,21,online,0,1731,4,23.4,0
1080.07,1,online,0,35,7,224.01,1
18.07,22,transfer,0,2663,1,17.65,0
31.1,19,withdrawal,0,1345,1,21.65,0
36.41,19,purchase,0,2605,3,63.08,0
164.19,21,purchase,0,3550,0,16.68,0
13.47,22,purchase,0,180,1,8.92,0
23.37,6,withdrawal,0,2591,2,1.9,0
588.46,1,purchase,0,133,7,115.05,1
88.36,6,transfer,0,1884,2,13.69,0
87.08,7,purchase,1,798,1,25.09,0
129.05,21,purchase,0,2898,2,18.11,0
42.95,18,purchase,0,3542,2,31.3,0
162.32,18,withdrawal,0,1659,4,3.63,0
215.9,19,transfer,0,3317,2,39.35,0
23.61,7,purchase,0,829,2,23.78,0
16.53,13,withdrawal,0,2641,0,52.83,0
190.27,11,online,1,3455,2,11.45,0
93.62,17,purchase,1,687,4,8.19,0
25.04,16,purchase,0,2235,0,20.67,0
75.9,9,transfer,0,2986,1,51.79,0
56.38,14,withdrawal,0,1010,2,0.56,0
111.19,21,purchase,0,2633,0,3.26,0
110.88,22,purchase,0,1980,2,2.52,0
4.16,22,online,0,448,1,2.61,0
49.68,18,withdrawal,0,1526,1,11.05,0
19.84,7,purchase,0,1515,0,11.84,0
136.65,20,online,0,51,3,6.02,0
147.18,21,online,0,1229,1,0.08,0
223.61,19,purchase,0,2941,6,29.62,0
8.43,14,withdrawal,1,3090,1,1.0,0
145.66,18,transfer,0,929,5,9.2,0
89.65,8,online,0,1414,1,0.52,0
30.34,14,transfer,0,3012,2,35.41,0
47.41,7,online,0,1676,1,14.6,0
99.03,16,purchase,0,2085,1,12.8,0
79.94,15,purchase,0,2991,2,19.08,0
105.05,10,purchase,0,2675,2,0.39,0
27.64,21,withdrawal,0,3614,2,15.61,0
190.02,16,online,0,1219,0,5.22,0
164.75,20,withdrawal,0,2570,3,15.47,0
28.34,11,purchase,0,487,1,8.96,0
15.78,18,purchase,0,1803,4,1.31,0
41.98,11,transfer,0,3252,2,0.18,0
77.72,6,withdrawal,0,2719,2,41.96,0
31.55,16,withdrawal,1,1076,3,5.28,0
31.09,18,online,1,3630,1,0.56,0
113.68,10,purchase,0,2758,3,27.16,0
83.13,11,online,0,1830,2,4.13,0
29.6,19,withdrawal,0,971,0,13.69,0
25.41,12,purchase,0,1638,2,30.22,0
28.43,8,online,0,2263,0,37.76,0
106.09,17,purchase,0,911,1,24.62,0
45.61,13,purchase,0,2896,0,20.89,0
114.49,10,purchase,0,700,2,27.62,0
66.48,12,purchase,0,3453,4,11.08,0
79.88,22,transfer,0,1245,1,0.06,0
28.29,22,withdrawal,0,480,3,8.3,0
65.12,6,online,0,1453,1,2.01,0
43.89,7,online,0,590,2,50.91,0
21.69,15,purchase,0,1312,0,33.68,0
81.74,16,transfer,0,3091,0,25.39,0
60.59,17,purchase,0,2515,2,14.33,0
19.84,8,purchase,0,2063,3,15.15,0
21.1,19,purchase,0,1468,2,4.55,0
12.95,13,purchase,1,3118,2,10.46,0
49.3,16,purchase,0,3260,4,44.21,0
24.71,15,withdrawal,0,1513,2,35.89,0
66.88,7,purchase,0,1962,2,5.11,0
38.02,21,online,0,1591,2,4.09,0
40.53,8,online,0,3415,4,2.63,0
37.48,10,purchase,0,271,0,7.0,0
35.21,8,purchase,0,487,3,9.9,0
30.03,19,withdrawal,0,705,3,0.24,0
39.67,22,purchase,0,3527,4,7.19,0
66.47,15,withdrawal,0,2500,5,8.1,0
59.24,6,transfer,0,3232,2,25.42,0
55.14,11,withdrawal,0,2390,0,2.08,0
91.89,14,withdrawal,0,2490,0,5.52,0
77.75,6,withdrawal,0,30,3,1.05,0
109.64,6,purchase,0,251,6,22.68,0
61.63,13,online,0,3535,2,4.78,0
24.01,20,purchase,1,2913,3,83.21,0
63.2,7,purchase,0,1576,1,5.48,0
240.6,11,transfer,0,2014,1,17.21,0
82.41,16,purchase,0,3356,4,18.66,0
20.29,11,transfer,0,797,3,7.57,0
113.77,9,withdrawal,0,2202,3,3.4,0
47.0,7,purchase,0,646,4,30.31,0
952.17,0,purchase,1,282,6,284.83,1
226.81,22,purchase,0,1875,3,4.26,0
4.79,16,purchase,0,3275,1,19.21,0
27.44,19,purchase,0,1294,2,2.1,0
161.56,15,purchase,0,1034,2,11.78,0
43.39,11,transfer,1,1333,7,28.74,0
138.99,11,purchase,0,1621,5,10.74,0
118.83,17,online,0,2792,1,21.66,0
216.29,12,purchase,0,2788,2,16.3,0
204.64,13,transfer,0,2121,2,5.72,0
34.61,12,purchase,0,1654,0,1.92,0
39.24,13,online,0,1770,1,28.63,0
99.76,22,purchase,0,1714,1,18.12,0
105.42,16,purchase,0,218,1,19.02,0
54.26,10,purchase,0,500,4,4.36,0
31.22,12,purchase,0,334,3,1.01,0
903.02,22,online,1,4,6,649.95,1
86.57,22,purchase,0,3166,0,20.17,0
31.55,13,purchase,0,3157,6,2.52,0
183.01,6,withdrawal,0,2662,4,1.99,0
73.61,22,withdrawal,0,2451,1,16.07,0
145.16,16,purchase,0,3616,6,1.42,0
188.07,7,withdrawal,0,1903,4,10.66,0
103.22,20,purchase,0,180,2,2.85,0
39.74,11,purchase,0,2032,1,7.62,0
40.84,19,purchase,0,2840,1,10.75,0
6.23,13,purchase,0,876,2,3.08,0
50.22,12,online,0,3310,2,16.68,0
82.7,10,purchase,0,3596,3,17.75,0
66.68,10,purchase,0,2343,1,14.67,0
106.44,22,purchase,1,1904,3,11.02,0
27.25,18,transfer,0,2984,3,34.55,0
95.49,19,withdrawal,0,472,0,11.8,0
39.49,21,purchase,0,2966,5,30.56,0
107.04,20,online,1,1863,2,3.42,0
97.68,20,purchase,0,56,1,0.35,0
143.7,15,online,0,2847,3,35.22,0
61.62,9,purchase,0,2438,2,0.6,0
79.92,12,withdrawal,0,2218,0,10.91,0
36.17,22,purchase,0,3522,0,1.47,0
11.34,7,online,0,2844,4,3.9,0
105.73,16,withdrawal,0,3106,1,21.98,0
30.14,11,purchase,0,3107,1,6.19,0
33.13,7,withdrawal,0,2036,1,6.55,0
36.33,17,purchase,0,1973,3,17.52,0
47.33,12,purchase,0,1216,1,8.23,0
235.17,11,transfer,0,2546,2,34.82,0
119.22,8,withdrawal,0,3448,1,2.82,0
50.48,16,purchase,0,478,5,3.75,0
127.97,7,purchase,0,2326,2,4.39,0
69.85,19,purchase,0,864,2,5.69,0
51.13,9,online,0,3428,1,3.76,0
59.23,17,purchase,1,608,3,8.98,0
34.16,20,purchase,0,2251,1,23.47,0
390.85,10,transfer,0,1273,0,2.75,0
24.67,7,purchase,0,2161,1,1.26,0
229.17,21,withdrawal,0,2274,3,18.07,0
51.12,17,purchase,0,1050,2,40.54,0
18.6,22,purchase,0,2547,2,8.18,0
73.33,13,withdrawal,0,832,0,5.13,0
389.13,5,transfer,1,205,8,276.59,1
31.83,19,purchase,1,2462,1,1.31,0
147.49,12,purchase,0,929,0,11.29,0
27.71,8,online,0,842,2,29.6,0
49.34,17,purchase,0,405,2,2.18,0
54.91,10,online,0,812,1,9.3,0
67.34,12,purchase,0,3236,4,18.24,0
118.15,6,purchase,0,1958,1,16.97,0
43.53,17,online,0,84,4,26.79,0
49.19,15,withdrawal,0,523,1,7.74,0
108.13,14,purchase,0,2962,1,6.37,0
16.3,7,transfer,0,2419,1,7.41,0
84.09,8,transfer,0,1091,2,9.5,0
106.59,15,transfer,0,3105,0,47.55,0
63.32,7,purchase,0,151,2,1.49,0
52.54,17,purchase,0,2057,2,7.41,0
153.11,11,transfer,0,3115,2,6.94,0
56.63,15,withdrawal,0,3411,2,0.66,0
51.36,14,purchase,0,3547,2,15.69,0
76.77,9,purchase,0,3566,0,19.19,0
150.66,7,online,0,2672,2,17.26,0
101.47,14,purchase,0,3203,1,18.44,0
47.83,9,purchase,0,2286,1,2.9,0
161.54,16,withdrawal,0,320,0,3.02,0
68.03,18,purchase,0,248,3,37.02,0
37.39,17,withdrawal,0,1417,2,34.93,0
63.79,13,purchase,0,1626,3,28.98,0
54.36,12,transfer,0,924,2,12.55,0
68.05,21,transfer,0,1386,1,3.5,0
63.75,13,purchase,0,95,1,3.44,0
89.29,10,transfer,0,1173,2,1.18,0
140.23,8,online,0,2462,1,11.1,0
41.73,16,purchase,0,2765,1,5.27,0
56.8,9,purchase,0,3600,0,53.98,0
165.43,19,purchase,0,3588,2,9.27,0
501.56,5,purchase,0,122,5,150.72,1
94.56,15,purchase,0,1600,1,48.55,0
78.03,15,transfer,0,1309,3,49.94,0
157.53,7,purchase,0,74,0,7.72,0
21.13,9,purchase,0,742,2,14.48,0
138.61,22,purchase,0,156,2,30.86,0
82.74,8,withdrawal,0,1812,5,1.08,0
45.87,18,transfer,0,3130,2,20.85,0
56.16,10,purchase,0,2267,4,32.7,0
112.93,17,purchase,0,3010,0,4.41,0
94.38,13,purchase,0,1219,1,14.64,0
127.89,10,withdrawal,0,3376,0,7.88,0
53.29,6,withdrawal,0,3047,1,49.01,0
86.8,10,purchase,0,2633,3,14.55,0
32.0,16,purchase,0,1116,3,4.72,0
85.52,22,online,0,2863,3,21.8,0
272.01,22,withdrawal,0,1428,2,24.3,0
56.7,6,purchase,0,2359,4,5.56,0
60.63,21,purchase,0,2509,1,5.48,0
110.24,16,purchase,0,1644,3,14.1,0
56.38,20,purchase,0,542,2,16.64,0
135.06,19,purchase,0,2641,3,11.78,0
140.9,13,purchase,0,785,1,32.7,0
4080.26,4,purchase,1,334,7,306.58,1
43.75,21,purchase,0,683,3,38.41,0
112.47,9,online,0,2488,4,29.95,0
36.77,11,purchase,0,2782,0,22.07,0
67.0,6,online,0,1264,2,9.18,0
170.83,18,purchase,0,3051,2,4.77,0
19.06,9,withdrawal,0,2040,5,9.11,0
39.56,12,withdrawal,0,2308,5,0.67,0
142.45,13,online,0,1905,3,25.31,0
47.45,7,purchase,0,2999,0,7.74,0
67.28,21,withdrawal,0,1863,1,14.99,0
136.43,18,online,0,1799,2,13.9,0
45.28,19,purchase,0,1350,3,27.39,0
124.96,19,purchase,0,1168,2,0.91,0
44.17,11,purchase,0,915,2,7.38,0
89.88,6,transfer,0,3383,3,14.06,0
61.82,22,purchase,0,174,3,13.07,0
162.52,22,withdrawal,0,3238,2,3.15,0
101.07,22,online,0,779,1,44.91,0
32.54,21,purchase,0,885,1,25.01,0
113.83,9,purchase,0,3604,3,5.89,0
59.82,22,purchase,0,1682,3,20.18,0
33.71,12,purchase,0,2563,4,2.78,0
55.08,15,withdrawal,1,631,2,7.77,0
20.25,6,online,0,1881,2,101.67,0
56.22,16,purchase,0,3470,1,8.57,0
164.05,7,purchase,0,35,3,10.03,0
54.82,13,transfer,0,2675,3,25.04,0
91.51,17,online,0,3147,3,1.96,0
55.34,7,online,0,2103,1,5.98,0
103.39,16,purchase,0,153,1,3.78,0
26.05,21,online,0,610,1,25.49,0
82.75,20,online,0,1926,1,6.67,0
55.91,18,online,0,1165,3,6.01,0
52.5,18,purchase,0,1485,2,7.43,0
96.57,16,purchase,0,1560,3,27.56,0
70.46,16,purchase,1,1271,3,7.51,0
41.67,20,purchase,0,2373,0,6.68,0
103.44,9,withdrawal,1,2727,2,8.44,0
55.01,17,withdrawal,0,2819,2,21.94,0
68.02,21,purchase,0,1966,2,10.05,0
64.11,8,purchase,0,666,1,18.28,0
28.03,20,online,0,2020,3,13.16,0
21.71,20,purchase,0,1726,3,17.11,0
89.3,20,withdrawal,0,976,0,0.25,0
89.55,16,withdrawal,0,3240,1,7.8,0
25.55,17,purchase,0,2541,3,2.17,0
81.62,14,purchase,0,1637,2,20.31,0
141.64,15,withdrawal,0,212,2,2.85,0
224.87,8,purchase,0,2444,1,1.19,0
55.75,20,purchase,0,3012,3,3.18,0
111.51,18,online,0,373,2,6.79,0
174.87,11,purchase,1,1789,5,17.36,0
76.86,11,withdrawal,0,1337,2,25.36,0
116.32,17,transfer,0,1883,0,2.5,0
40.78,8,online,0,1734,3,0.05,0
70.83,18,purchase,1,1563,2,2.82,0
68.93,19,online,0,3073,3,12.71,0
156.22,6,withdrawal,0,2032,8,10.49,0
194.3,17,purchase,0,1095,2,1.3,0
99.97,15,withdrawal,0,2873,1,4.04,0
119.65,9,purchase,0,1644,2,33.33,0
180.85,18,online,0,1677,3,4.49,0
29.62,10,purchase,0,914,1,28.96,0
35.19,21,purchase,0,3433,6,19.41,0
73.89,8,purchase,0,411,1,19.78,0
73.93,20,withdrawal,0,713,5,22.33,0
48.08,9,withdrawal,0,40,2,3.79,0
62.83,20,purchase,0,130,0,4.36,0
55.87,16,transfer,0,3338,1,0.36,0
185.39,22,withdrawal,0,68,1,33.22,0
61.19,8,online,0,1467,0,11.18,0
48.68,16,withdrawal,0,2414,0,4.8,0
28.6,11,transfer,0,108,5,3.85,0
36.18,14,purchase,0,3444,4,43.25,0
38.44,8,purchase,0,430,1,19.89,0
148.49,14,purchase,0,441,2,15.5,0
43.96,16,withdrawal,0,3319,1,25.51,0
135.13,19,purchase,0,1958,1,10.25,0
48.41,12,purchase,0,1242,0,0.47,0
154.38,10,transfer,0,2421,2,73.9,0
101.61,14,transfer,0,1636,2,6.24,0
84.66,21,online,1,3588,5,20.21,0
80.26,17,purchase,0,3539,2,2.83,0
76.91,12,purchase,0,382,3,0.18,0
92.79,19,purchase,0,249,3,5.57,0
128.3,6,purchase,0,1745,3,20.77,0
36.66,14,withdrawal,1,609,4,4.42,0
97.52,9,withdrawal,0,1079,3,4.78,0
63.32,18,purchase,0,2341,3,2.42,0
25.88,13,purchase,0,325,1,1.41,0
128.55,13,purchase,0,2095,0,10.61,0
64.81,20,purchase,0,514,6,5.16,0
76.34,14,online,0,1211,4,4.01,0
53.58,13,online,0,1317,1,6.59,0
59.07,7,online,0,2598,3,14.04,0
84.72,15,purchase,1,3608,5,9.45,0
30.56,16,purchase,1,1819,4,26.15,0
634.04,12,online,1,266,6,564.74,1
59.83,19,withdrawal,0,653,1,29.01,0
6.81,21,purchase,0,3367,4,6.77,0
49.82,22,transfer,0,2769,3,21.4,0
120.58,7,purchase,0,3305,1,7.71,0
113.32,14,purchase,0,1609,1,1.2,0
84.76,8,purchase,0,2390,1,50.32,0
70.71,14,purchase,0,322,6,1.45,0
10.99,21,withdrawal,0,1889,2,21.7,0
185.12,21,purchase,0,1346,2,35.44,0
156.92,8,purchase,0,121,4,6.9,0
61.47,13,purchase,0,3236,1,16.05,0
92.55,21,purchase,0,2938,1,8.69,0
181.35,7,purchase,0,2760,3,38.9,0
42.53,12,withdrawal,1,3156,2,21.17,0
85.64,13,transfer,0,3371,2,5.74,0
145.23,20,transfer,0,2133,0,11.17,0
5.8,6,purchase,0,43,4,3.84,0
58.65,18,purchase,0,2193,1,8.14,0
243.59,19,purchase,0,3518,1,33.07,0
41.66,6,purchase,0,342,1,4.69,0
94.74,11,withdrawal,0,498,2,17.17,0
52.96,16,purchase,0,2381,0,11.17,0
80.07,18,purchase,0,421,3,8.57,0
20.82,17,purchase,0,290,2,6.42,0
33.18,7,online,0,3606,2,2.33,0
14.17,12,purchase,0,2517,0,0.63,0
53.58,20,online,0,312,1,1.68,0
122.12,10,withdrawal,0,2275,2,3.48,0
95.31,14,withdrawal,0,1136,4,18.41,0
81.71,15,withdrawal,0,1244,4,32.14,0
98.25,16,withdrawal,0,2226,3,53.26,0
35.19,9,online,0,3053,3,7.41,0
125.83,4,online,1,79,5,45.25,1
14.41,17,withdrawal,0,235,2,12.24,0
111.17,21,withdrawal,0,559,0,8.7,0
226.65,13,withdrawal,0,1483,1,35.15,0
36.93,20,withdrawal,0,1098,4,17.76,0
59.1,10,transfer,0,2947,2,15.6,0
33.35,11,purchase,0,1614,1,1.51,0
56.69,9,purchase,0,2379,3,6.75,0
34.72,13,transfer,0,1097,3,9.45,0
158.03,13,withdrawal,0,1144,1,9.16,0
156.49,11,purchase,1,2547,3,1.25,0
136.23,17,transfer,0,3273,0,10.97,0
86.19,15,purchase,1,2350,3,31.29,0
43.95,12,purchase,0,409,3,11.58,0
37.65,7,transfer,0,2323,0,8.78,0
42.24,14,purchase,0,373,1,10.93,0
30.21,21,withdrawal,0,2700,5,41.19,0
59.03,8,purchase,0,1981,3,12.56,0
229.33,8,withdrawal,0,3566,1,33.5,0
76.42,8,online,0,928,3,4.8,0
46.69,6,transfer,0,704,2,69.5,0
171.92,22,withdrawal,0,87,1,8.51,0
71.95,14,online,0,2206,2,11.23,0
45.11,22,withdrawal,0,2832,1,25.95,0
196.53,11,transfer,0,1691,3,5.02,0
116.78,19,withdrawal,0,1276,2,18.62,0
51.78,13,purchase,0,181,1,64.45,0
162.07,8,purchase,0,3533,1,27.94,0
24.45,11,online,0,3231,3,11.61,0
5.68,14,transfer,0,722,3,19.61,0
279.91,12,withdrawal,0,1176,4,2.45,0
100.53,19,transfer,0,1956,6,33.31,0
55.36,18,online,0,2250,1,33.68,0
128.54,17,purchase,0,1363,0,5.89,0
17.49,13,transfer,0,2730,2,25.26,0
106.46,15,purchase,0,244,1,61.0,0
242.32,10,online,0,1035,1,6.91,0
45.76,21,purchase,0,501,2,9.62,0
458.23,20,withdrawal,1,56,0,825.21,1
107.44,16,purchase,0,2440,1,24.49,0
34.7,16,withdrawal,0,754,0,66.09,0
11.67,18,purchase,0,3603,4,4.02,0
225.75,8,purchase,0,3647,2,25.5,0
34.34,16,withdrawal,0,635,2,23.91,0
33.61,11,purchase,0,1524,2,22.03,0
85.86,6,purchase,0,1134,0,39.16,0
114.75,10,transfer,0,81,1,4.36,0
124.62,21,purchase,0,2505,2,0.02,0
121.81,22,online,0,3221,4,8.6,0
278.06,20,transfer,0,3544,0,8.1,0
8.97,12,withdrawal,0,2669,1,4.21,0
128.6,6,purchase,0,1225,3,35.39,0
40.15,11,purchase,0,786,3,6.95,0
98.61,16,withdrawal,0,2965,3,4.53,0
129.94,11,purchase,0,2716,0,0.76,0
74.54,11,purchase,0,2579,2,23.44,0
74.59,11,withdrawal,0,202,0,1.48,0
70.92,17,purchase,0,1950,1,27.2,0
19.62,9,purchase,0,2197,0,8.98,0
57.34,17,purchase,0,2598,0,29.62,0
16.24,9,purchase,0,2695,1,16.89,0
24.24,10,online,0,2341,3,37.95,0
25.81,18,purchase,0,1793,3,16.51,0
22.26,14,online,0,3265,3,6.12,0
210.23,13,purchase,0,3615,0,13.34,0
42.13,21,transfer,0,2659,1,11.03,0
69.04,18,purchase,0,710,0,65.67,0
72.04,8,withdrawal,0,2372,2,2.87,0
131.15,16,purchase,0,580,2,4.1,0
76.74,9,purchase,0,3111,2,11.24,0
90.3,11,purchase,0,1092,0,10.37,0
90.85,16,purchase,0,282,2,17.39,0
70.31,17,purchase,0,3312,2,2.05,0
132.56,12,purchase,0,2196,1,1.23,0
101.76,13,purchase,1,3382,1,37.35,0
63.06,18,transfer,0,2326,2,5.27,0
88.98,11,purchase,0,1599,1,31.58,0
136.99,8,purchase,0,2446,1,104.49,0
115.73,14,purchase,0,1458,2,32.16,0
60.1,10,online,0,1492,3,9.52,0
38.53,15,online,0,2940,0,21.83,0
65.63,11,online,0,2162,2,8.34,0
12.86,15,withdrawal,0,3361,3,41.95,0
99.95,19,purchase,0,3549,4,20.44,0
22.32,10,online,0,812,5,5.53,0
121.78,6,purchase,0,854,2,14.59,0
32.11,11,purchase,0,905,3,0.84,0
65.39,13,purchase,0,694,2,9.12,0
177.26,15,withdrawal,0,2519,1,25.61,0
154.55,20,online,0,174,1,37.57,0
9.39,7,purchase,0,2358,1,2.92,0
21.57,11,online,0,2667,1,7.9,0
33.82,19,withdrawal,0,2430,2,12.72,0
89.88,12,purchase,0,2235,1,78.93,0
36.52,14,purchase,0,1212,2,14.92,0
94.32,13,purchase,0,2363,2,0.54,0
77.49,10,online,0,3534,3,24.19,0
133.11,10,withdrawal,0,3135,3,8.46,0
100.06,18,purchase,0,2565,2,1.81,0
31.6,18,transfer,1,197,2,11.87,0
15.02,16,transfer,0,404,3,4.3,0
20.37,19,online,0,2515,1,9.77,0
24.68,7,purchase,0,1177,2,5.86,0
88.79,14,online,0,173,1,8.35,0
18.69,7,withdrawal,0,2823,2,7.81,0
44.18,13,purchase,0,2925,2,9.97,0
64.56,14,purchase,0,3501,1,36.5,0
85.79,17,purchase,0,2429,2,1.2,0
107.82,22,purchase,0,508,3,6.04,0
66.79,12,transfer,0,1190,1,46.58,0
59.16,15,purchase,0,990,1,0.92,0
9.24,12,withdrawal,0,1047,2,15.04,0
128.65,18,purchase,0,2739,3,20.89,0
53.54,9,transfer,0,117,2,37.58,0
102.55,18,withdrawal,0,1567,1,37.31,0
75.37,16,purchase,0,3193,3,1.68,0
49.91,20,transfer,0,317,3,44.34,0
13.48,19,withdrawal,0,1041,2,11.54,0
6.09,17,purchase,0,1813,1,11.44,0
27.9,6,purchase,1,1105,2,11.6,0
64.38,12,online,0,946,1,11.96,0
259.34,18,purchase,0,3327,4,0.27,0
45.48,7,purchase,0,2066,1,35.28,0
68.31,11,purchase,0,1760,1,11.55,0
148.09,7,purchase,0,579,3,31.03,0
13.5,11,purchase,0,2000,3,10.32,0
30.58,7,transfer,0,2207,1,48.53,0
25.51,8,withdrawal,0,1090,3,12.79,0
12.58,15,purchase,0,3329,1,9.66,0
95.08,17,online,0,1744,1,2.58,0
194.57,10,purchase,0,2097,0,20.57,0
40.9,10,purchase,0,994,5,2.14,0
73.98,7,withdrawal,0,1813,1,6.71,0
27.51,10,withdrawal,0,3370,1,24.22,0
75.81,13,purchase,0,744,4,13.04,0
17.79,19,purchase,0,467,1,0.68,0
14.01,18,purchase,0,3480,1,5.82,0
57.94,8,online,0,1788,1,11.23,0
20.67,15,purchase,0,409,2,20.31,0
355.05,17,online,0,3302,4,24.7,0
107.01,17,purchase,0,2515,1,17.98,0
63.8,19,purchase,0,893,3,66.96,0
69.62,7,online,0,1653,2,4.66,0
49.52,10,purchase,0,2595,1,36.3,0
118.0,12,purchase,0,3572,0,19.74,0
50.93,11,withdrawal,0,3310,0,13.8,0
28.35,6,purchase,0,792,3,30.15,0
91.35,9,purchase,0,2699,1,17.15,0
27.02,12,purchase,0,2197,1,14.77,0
105.4,7,withdrawal,0,3404,3,18.99,0
621.42,0,purchase,1,145,4,165.21,1
34.49,21,online,0,1739,4,12.86,0
70.74,17,purchase,0,153,0,5.7,0
32.39,8,purchase,0,3211,1,18.84,0
79.85,21,online,0,396,2,21.38,0
83.04,21,withdrawal,0,969,1,7.11,0
125.73,16,purchase,0,2765,1,6.13,0
280.92,8,online,0,280,1,28.98,0
278.32,19,withdrawal,0,2340,0,10.06,0
91.87,18,withdrawal,0,3408,2,6.92,0
127.47,17,transfer,0,889,4,38.9,0
36.29,6,purchase,0,1542,0,27.23,0
84.26,19,transfer,0,1679,4,6.37,0
42.81,16,purchase,0,1214,1,43.7,0
27.21,17,online,0,1075,2,24.66,0
63.58,14,withdrawal,0,423,1,25.75,0
155.75,14,purchase,0,328,4,12.5,0
97.55,22,purchase,0,3286,1,0.09,0
148.38,15,online,0,1353,4,0.4,0
98.58,18,purchase,0,2786,2,29.27,0
28.23,9,online,1,1591,2,7.39,0
17.65,21,purchase,0,654,1,8.56,0
112.62,18,purchase,0,1122,2,4.61,0
75.39,10,purchase,0,2169,0,34.46,0
89.89,11,online,0,1819,4,5.64,0
49.55,10,purchase,0,2171,1,1.85,0
44.9,8,purchase,0,1982,1,44.23,0
232.1,18,online,0,680,1,14.2,0
4.09,19,purchase,0,2204,1,2.4,0
71.62,7,purchase,0,1119,3,4.73,0
49.09,9,purchase,0,1659,1,0.42,0
21.33,18,purchase,0,1702,4,32.9,0
184.55,22,purchase,0,1462,3,7.75,0
39.53,13,transfer,0,3320,2,9.66,0
49.62,11,purchase,0,2780,4,22.52,0
14.84,7,purchase,0,2202,2,17.26,0
102.41,9,purchase,0,2549,1,10.64,0
64.14,14,withdrawal,0,1772,2,43.62,0
369.54,20,purchase,0,1220,3,4.73,0
83.53,6,transfer,0,3500,0,23.26,0
81.0,8,online,0,2634,2,12.93,0
3.55,20,transfer,0,1650,1,40.47,0
221.4,18,purchase,0,1312,2,8.34,0
29.73,17,purchase,0,2110,4,60.63,0
90.95,11,online,0,514,4,13.11,0
63.78,19,online,0,2655,3,10.61,0
23.08,21,withdrawal,0,912,2,6.75,0
164.07,10,purchase,0,54,0,2.64,0
22.46,20,purchase,0,390,2,2.26,0
61.62,9,transfer,0,2853,1,33.86,0
148.97,16,purchase,0,386,3,27.06,0
15.61,13,transfer,0,189,1,12.08,0
41.45,12,purchase,0,3359,1,13.02,0
19.22,15,online,0,322,4,10.17,0
123.76,15,purchase,1,1606,2,1.51,0
67.05,12,withdrawal,0,2110,1,8.98,0
5.77,22,withdrawal,0,1052,2,4.58,0
45.2,21,purchase,0,3250,1,11.39,0
37.61,21,withdrawal,0,1331,0,1.48,0
62.2,15,online,0,313,3,5.09,0
62.59,11,purchase,0,1750,4,17.44,0
71.76,17,purchase,0,3394,2,16.68,0
82.07,15,purchase,0,985,2,0.73,0
51.35,9,transfer,0,3281,4,9.28,0
73.35,10,withdrawal,0,1613,0,3.94,0
716.33,6,online,0,273,6,392.42,1
69.14,15,purchase,0,1602,1,7.37,0
88.7,22,withdrawal,0,2252,3,17.82,0
30.91,11,transfer,0,2343,2,12.69,0
47.23,7,online,1,161,1,8.29,0
154.24,22,purchase,0,1449,3,40.14,0
23.29,11,purchase,0,3102,2,22.57,0
84.29,7,transfer,0,2267,2,16.6,0
149.03,21,purchase,0,322,1,16.53,0
36.18,6,purchase,0,972,3,3.6,0
57.03,22,online,0,2090,3,7.98,0
72.17,11,online,0,2312,2,9.75,0
560.04,16,online,1,326,7,114.61,1
207.61,20,withdrawal,0,1661,4,2.61,0
20.64,12,transfer,0,557,3,26.79,0
35.39,15,withdrawal,0,327,4,2.99,0
60.35,21,withdrawal,0,818,1,9.77,0
256.16,6,withdrawal,0,541,5,1.89,0
71.66,18,withdrawal,0,489,2,21.35,0
58.02,16,purchase,0,1958,1,2.05,0
13.43,22,purchase,0,1649,3,53.07,0
88.71,13,withdrawal,0,1636,3,5.39,0
60.88,14,withdrawal,0,3592,5,18.54,0
121.87,9,purchase,0,3467,2,3.8,0
89.65,14,withdrawal,0,3005,5,15.46,0
9.17,11,purchase,0,307,0,6.78,0
74.48,22,transfer,0,3309,3,0.69,0
66.03,9,withdrawal,0,1617,2,6.15,0
106.99,14,online,0,609,5,0.01,0
111.19,10,withdrawal,0,1076,1,3.08,0
106.43,18,withdrawal,0,955,1,7.92,0
94.25,11,purchase,0,1651,3,5.21,0
80.12,16,online,0,2982,2,27.04,0
133.45,19,purchase,1,2829,3,11.68,0
35.73,21,purchase,0,3360,2,12.05,0
